order_id,user_id,meal_time,day_of_week,day_type,vegetarian,location,payment_method,preferred_cuisine,average_spend,spice_preference,rating,ordered_cuisine,order_amount
O017597,U04149,Lunch,Sunday,Weekend,Yes,Jaipur,Cash on Delivery,Hyderabadi,310,Medium,4.9,Hyderabadi,310
O017598,U04427,Dinner,Wednesday,Weekday,No,Kolkata,UPI,Arabian,155,Hot,4.8,Sweets,175
O017599,U01224,Breakfast,Saturday,Weekend,No,Delhi,UPI,Chaat,140,Medium,3.8,Arabian,105
O017600,U04223,Lunch,Wednesday,Weekday,Yes,Mumbai,UPI,Pizzas,190,Hot,4.5,Pizzas,255
O017601,U01171,Dinner,Sunday,Weekend,No,Bengaluru,UPI,Pizzas,210,Hot,5,Pizzas,295
O017602,U01812,Breakfast,Monday,Weekday,No,Pune,UPI,Bakery,285,Medium,3.3,Bakery,210
O017603,U04091,Dinner,Saturday,Weekend,No,Bengaluru,UPI,Japanese,310,Medium,4,Japanese,435
O017604,U02371,Lunch,Friday,Weekday,Yes,Bengaluru,UPI,Oriental,410,Mild,4,Oriental,420
O017605,U02443,Breakfast,Friday,Weekday,No,Mumbai,Credit Card,Afghani,130,Mild,3.9,Afghani,120
O017606,U01827,Dinner,Thursday,Weekday,No,Kolkata,UPI,North Indian,190,Medium,3.9,North Indian,185
O017607,U04331,Evening Snack,Saturday,Weekend,Yes,Bengaluru,Credit Card,Lebanese,180,Medium,4.8,Lebanese,130
O017608,U01357,Dinner,Wednesday,Weekday,No,Kolkata,UPI,Malaysian,235,Medium,4.3,Malaysian,295
O017609,U01429,Lunch,Saturday,Weekend,No,Jaipur,Credit Card,French,215,Mild,4.3,French,185
O017610,U01245,Breakfast,Tuesday,Weekday,Yes,Hyderabad,UPI,Italian,225,Medium,4.8,Italian,200
O017611,U02886,Evening Snack,Friday,Weekday,Yes,Chennai,Cash on Delivery,Bakery,285,Mild,4.4,Bakery,190
O017612,U03869,Lunch,Friday,Weekday,No,Jaipur,UPI,Healthy Food,210,Medium,4,Healthy Food,180
O017613,U00702,Evening Snack,Tuesday,Weekday,No,Pune,UPI,Thalis,225,Hot,3.4,Salads,160
O017614,U00868,Evening Snack,Sunday,Weekend,No,Ahmedabad,UPI,Snacks,110,Medium,4.8,Snacks,75
O017615,U01931,Dinner,Monday,Weekday,Yes,Bengaluru,Cash on Delivery,Bakery,200,Mild,4.6,Bakery,175
O017616,U03836,Dinner,Tuesday,Weekday,No,Chennai,UPI,Maharashtrian,175,Medium,4.5,Maharashtrian,220
O017617,U00071,Evening Snack,Tuesday,Weekday,No,Bengaluru,Credit Card,Barbecue,325,Mild,4.4,Barbecue,275
O017618,U01059,Lunch,Friday,Weekday,Yes,Jaipur,Cash on Delivery,Seafood,270,Medium,4.3,Seafood,185
O017619,U01501,Dinner,Thursday,Weekday,Yes,Bengaluru,Wallet,Bakery,200,Mild,4.3,Bakery,235
O017620,U00870,Evening Snack,Thursday,Weekday,Yes,Lucknow,Wallet,Bengali,270,Hot,5,Bengali,180
O017621,U03438,Breakfast,Friday,Weekday,No,Ahmedabad,Credit Card,Mexican,240,Hot,4.2,Mexican,145
O017622,U03378,Evening Snack,Tuesday,Weekday,Yes,Ahmedabad,Wallet,Pastas,215,Medium,5,Pastas,150
O017623,U02177,Dinner,Tuesday,Weekday,Yes,Kolkata,Wallet,Paan,125,Mild,5,Paan,185
O017624,U02287,Dinner,Sunday,Weekend,No,Kolkata,UPI,Malaysian,245,Hot,3.4,Continental,255
O017625,U04464,Dinner,Friday,Weekday,No,Delhi,Credit Card,Japanese,415,Mild,4.2,Japanese,465
O017626,U04577,Dinner,Wednesday,Weekday,No,Kolkata,UPI,Oriental,355,Medium,4.5,Oriental,460
O017627,U02033,Lunch,Monday,Weekday,No,Mumbai,Wallet,Pan-Asian,145,Medium,4.9,Pan-Asian,155
O017628,U02542,Dinner,Monday,Weekday,Yes,Pune,Wallet,Japanese,305,Mild,3.9,Japanese,405
O017629,U00153,Dinner,Sunday,Weekend,No,Mumbai,UPI,Italian-American,170,Hot,5,Italian-American,255
O017630,U00630,Evening Snack,Monday,Weekday,Yes,Lucknow,Wallet,Sushi,495,Mild,4.2,Sushi,300
O017631,U00366,Evening Snack,Tuesday,Weekday,Yes,Chennai,Cash on Delivery,Oriental,350,Hot,5,Oriental,225
O017632,U00596,Dinner,Wednesday,Weekday,No,Chennai,Credit Card,French,245,Medium,4.1,French,320
O017633,U00188,Dinner,Saturday,Weekend,No,Ahmedabad,UPI,North Indian,175,Medium,3.6,Beverages,185
O017634,U02363,Breakfast,Saturday,Weekend,No,Mumbai,Cash on Delivery,Snacks,115,Hot,4.6,Snacks,120
O017635,U03286,Dinner,Monday,Weekday,Yes,Chennai,UPI,South Indian,140,Hot,3.8,South Indian,110
O017636,U01730,Dinner,Monday,Weekday,Yes,Lucknow,Cash on Delivery,Rajasthani,110,Medium,5,Rajasthani,110
O017637,U03516,Dinner,Monday,Weekday,Yes,Chennai,UPI,Snacks,105,Medium,4.4,Snacks,115
O017638,U04140,Breakfast,Wednesday,Weekday,No,Lucknow,Credit Card,Beverages,135,Mild,3.9,Beverages,100
O017639,U03047,Lunch,Tuesday,Weekday,Yes,Kolkata,Cash on Delivery,Jain,250,Hot,4.5,Jain,235
O017640,U01767,Dinner,Wednesday,Weekday,No,Kolkata,Cash on Delivery,Sweets,160,Mild,4.2,Sweets,205
O017641,U04294,Breakfast,Wednesday,Weekday,Yes,Delhi,UPI,Mexican,290,Medium,4.5,Mexican,245
O017642,U03672,Dinner,Friday,Weekday,No,Pune,UPI,Mexican,255,Medium,4.1,Mexican,315
O017643,U03609,Lunch,Wednesday,Weekday,No,Jaipur,UPI,Beverages,180,Mild,3.9,Beverages,195
O017644,U04430,Lunch,Saturday,Weekend,Yes,Lucknow,UPI,Mughlai,175,Medium,3.9,Mughlai,145
O017645,U04228,Lunch,Friday,Weekday,No,Ahmedabad,UPI,Italian,200,Medium,4,Italian,205
O017646,U01560,Dinner,Wednesday,Weekday,No,Lucknow,Cash on Delivery,North Indian,145,Medium,5,North Indian,190
O017647,U03926,Lunch,Friday,Weekday,No,Chennai,UPI,Indian,195,Hot,4.7,Indian,190
O017648,U03778,Dinner,Thursday,Weekday,No,Ahmedabad,Cash on Delivery,Mediterranean,325,Medium,3.9,Mediterranean,355
O017649,U03483,Breakfast,Thursday,Weekday,No,Mumbai,UPI,Italian,245,Medium,4.2,Italian,185
O017650,U01237,Dinner,Friday,Weekday,No,Kolkata,Cash on Delivery,Snacks,110,Medium,4.7,Snacks,155
O017651,U00571,Breakfast,Thursday,Weekday,Yes,Bengaluru,UPI,Continental,250,Mild,4.2,Continental,170
O017652,U04552,Evening Snack,Sunday,Weekend,No,Pune,UPI,Lebanese,180,Mild,4,Lebanese,100
O017653,U03161,Dinner,Sunday,Weekend,Yes,Bengaluru,UPI,Thalis,190,Medium,4.1,Thalis,260
O017654,U01409,Dinner,Saturday,Weekend,No,Jaipur,UPI,Bengali,310,Mild,4.6,Bengali,355
O017655,U01094,Dinner,Thursday,Weekday,No,Delhi,Credit Card,Snacks,150,Medium,4.4,Snacks,210
O017656,U04604,Dinner,Sunday,Weekend,No,Delhi,Wallet,Continental,230,Medium,4.4,Continental,315
O017657,U02543,Dinner,Monday,Weekday,Yes,Mumbai,Wallet,Desserts,195,Mild,4.9,Desserts,245
O017658,U00787,Breakfast,Wednesday,Weekday,No,Kolkata,UPI,Thai,265,Mild,4.7,Thai,175
O017659,U02415,Dinner,Wednesday,Weekday,Yes,Hyderabad,UPI,Snacks,120,Hot,4.5,Snacks,140
O017660,U00576,Lunch,Sunday,Weekend,Yes,Chennai,Cash on Delivery,Nepalese,200,Medium,3.5,Mexican,220
O017661,U03592,Dinner,Tuesday,Weekday,No,Pune,UPI,Snacks,115,Medium,4.6,Snacks,170
O017662,U00996,Lunch,Saturday,Weekend,No,Chennai,Credit Card,Pan-Asian,290,Medium,5,Pan-Asian,270
O017663,U03284,Dinner,Thursday,Weekday,No,Delhi,Cash on Delivery,Sweets,180,Mild,4.6,Sweets,240
O017664,U03040,Evening Snack,Saturday,Weekend,Yes,Lucknow,UPI,Snacks,125,Hot,4.4,Snacks,75
O017665,U00156,Lunch,Thursday,Weekday,No,Chennai,UPI,Beverages,140,Mild,4.5,Beverages,125
O017666,U01731,Dinner,Sunday,Weekend,No,Bengaluru,Cash on Delivery,Snacks,95,Medium,4.6,Snacks,115
O017667,U02543,Dinner,Sunday,Weekend,Yes,Mumbai,Wallet,Desserts,195,Mild,4.2,Desserts,320
O017668,U03579,Dinner,Wednesday,Weekday,Yes,Jaipur,Cash on Delivery,Salads,270,Medium,4,Salads,325
O017669,U03730,Dinner,Friday,Weekday,Yes,Lucknow,Credit Card,Malaysian,135,Medium,3.6,Malaysian,155
O017670,U04801,Lunch,Saturday,Weekend,No,Bengaluru,UPI,Beverages,170,Mild,3.8,Chinese,145
O017671,U02811,Dinner,Sunday,Weekend,No,Bengaluru,UPI,North Indian,230,Hot,4.2,North Indian,365
O017672,U01159,Lunch,Tuesday,Weekday,Yes,Jaipur,UPI,Thai,350,Hot,3.5,Indian,365
O017673,U03199,Lunch,Monday,Weekday,Yes,Jaipur,UPI,North Indian,210,Medium,4,North Indian,170
O017674,U03173,Dinner,Saturday,Weekend,No,Mumbai,Cash on Delivery,Desserts,190,Mild,4.4,Desserts,290
O017675,U01630,Dinner,Friday,Weekday,Yes,Lucknow,UPI,Beverages,185,Mild,3.4,Portuguese,230
O017676,U00632,Evening Snack,Tuesday,Weekday,No,Pune,Credit Card,Pizzas,165,Medium,4.4,Pizzas,105
O017677,U00075,Breakfast,Tuesday,Weekday,Yes,Hyderabad,UPI,Desserts,145,Mild,4.3,Desserts,130
O017678,U00287,Lunch,Saturday,Weekend,Yes,Kolkata,UPI,Ice Cream Cakes,295,Mild,4,Ice Cream Cakes,245
O017679,U00028,Lunch,Saturday,Weekend,No,Ahmedabad,Cash on Delivery,Thai,410,Medium,4.3,Thai,355
O017680,U04895,Evening Snack,Sunday,Weekend,Yes,Hyderabad,UPI,Seafood,200,Medium,3.9,Seafood,115
O017681,U04239,Breakfast,Saturday,Weekend,Yes,Jaipur,Wallet,Rajasthani,155,Medium,3.9,Rajasthani,115
O017682,U03930,Lunch,Monday,Weekday,Yes,Lucknow,UPI,South Indian,185,Hot,3.8,South Indian,155
O017683,U03402,Evening Snack,Sunday,Weekend,Yes,Pune,UPI,Healthy Food,290,Mild,4,Healthy Food,245
O017684,U00064,Lunch,Thursday,Weekday,Yes,Delhi,Credit Card,Kebabs,225,Hot,4.6,Kebabs,275
O017685,U02070,Dinner,Wednesday,Weekday,No,Lucknow,UPI,Thai,360,Hot,5,Thai,420
O017686,U02611,Dinner,Wednesday,Weekday,Yes,Bengaluru,Cash on Delivery,North Eastern,295,Medium,3.3,Middle Eastern,375
O017687,U01280,Dinner,Saturday,Weekend,No,Lucknow,Cash on Delivery,Ice Cream Cakes,185,Medium,4.1,Ice Cream Cakes,195
O017688,U01053,Dinner,Saturday,Weekend,Yes,Mumbai,UPI,Korean,330,Hot,4.6,Korean,530
O017689,U02774,Dinner,Sunday,Weekend,No,Delhi,UPI,Pizzas,215,Mild,3.9,Pizzas,335
O017690,U04013,Dinner,Saturday,Weekend,Yes,Mumbai,UPI,Chinese,165,Mild,4.2,Chinese,175
O017691,U02100,Breakfast,Thursday,Weekday,Yes,Lucknow,UPI,Chaat,135,Hot,4.1,Chaat,70
O017692,U03244,Dinner,Thursday,Weekday,No,Delhi,Cash on Delivery,Mexican,230,Hot,4.5,Mexican,270
O017693,U00940,Lunch,Saturday,Weekend,No,Lucknow,UPI,Gujarati,140,Hot,4.6,Gujarati,105
O017694,U02357,Dinner,Friday,Weekday,No,Kolkata,UPI,Bakery,150,Mild,4.7,Bakery,185
O017695,U02382,Breakfast,Saturday,Weekend,Yes,Pune,Cash on Delivery,Salads,265,Medium,3.8,Salads,190
O017696,U00570,Evening Snack,Saturday,Weekend,Yes,Lucknow,Cash on Delivery,Pan-Asian,240,Medium,4.8,Pan-Asian,170
O017697,U00666,Lunch,Friday,Weekday,Yes,Chennai,UPI,South Indian,165,Medium,4.2,South Indian,185
O017698,U04466,Breakfast,Tuesday,Weekday,No,Chennai,UPI,North Indian,160,Medium,4.9,North Indian,120
O017699,U01939,Lunch,Monday,Weekday,No,Jaipur,Credit Card,Chinese,160,Hot,4.1,Chinese,175
O017700,U00912,Dinner,Saturday,Weekend,Yes,Pune,UPI,Snacks,80,Medium,4.7,Snacks,130
O017701,U03999,Evening Snack,Thursday,Weekday,Yes,Jaipur,Wallet,Arabian,140,Medium,4.1,Arabian,80
O017702,U03491,Dinner,Saturday,Weekend,No,Bengaluru,UPI,Beverages,160,Mild,4.8,Beverages,205
O017703,U04571,Evening Snack,Tuesday,Weekday,Yes,Bengaluru,UPI,Pizzas,170,Medium,4.7,Pizzas,110
O017704,U01560,Lunch,Thursday,Weekday,No,Lucknow,UPI,North Indian,145,Medium,4.1,North Indian,140
O017705,U03483,Lunch,Saturday,Weekend,No,Mumbai,Credit Card,Italian,245,Medium,3.6,North Indian,365
O017706,U02819,Evening Snack,Monday,Weekday,No,Jaipur,UPI,Oriya,230,Mild,3,Turkish,165
O017707,U00098,Dinner,Tuesday,Weekday,Yes,Ahmedabad,UPI,Kebabs,235,Medium,4.2,Kebabs,210
O017708,U02775,Lunch,Sunday,Weekend,No,Hyderabad,UPI,Fast Food,170,Medium,3.7,Fast Food,160
O017709,U03294,Breakfast,Thursday,Weekday,Yes,Delhi,UPI,Indian,190,Hot,4.4,Indian,145
O017710,U03433,Lunch,Saturday,Weekend,No,Mumbai,UPI,Fast Food,125,Medium,4.4,Fast Food,125
O017711,U01398,Dinner,Wednesday,Weekday,No,Ahmedabad,Credit Card,Kerala,180,Hot,4.6,Kerala,190
O017712,U03053,Lunch,Friday,Weekday,No,Mumbai,UPI,Rajasthani,180,Medium,3.6,Rajasthani,205
O017713,U04497,Dinner,Tuesday,Weekday,Yes,Kolkata,Wallet,Grill,230,Mild,4.7,Grill,240
O017714,U01198,Evening Snack,Sunday,Weekend,No,Ahmedabad,UPI,Italian-American,165,Mild,4.7,Italian-American,100
O017715,U04770,Breakfast,Saturday,Weekend,No,Lucknow,UPI,Mexican,205,Hot,3.5,Mexican,150
O017716,U02417,Dinner,Tuesday,Weekday,No,Kolkata,UPI,Paan,85,Mild,4.5,Paan,80
O017717,U02764,Breakfast,Friday,Weekday,Yes,Delhi,UPI,Pizzas,185,Medium,5,Pizzas,135
O017718,U00496,Lunch,Thursday,Weekday,No,Chennai,UPI,North Indian,235,Hot,5,North Indian,175
O017719,U04029,Evening Snack,Sunday,Weekend,No,Jaipur,Credit Card,Pastas,185,Hot,3.8,Pastas,125
O017720,U00967,Dinner,Monday,Weekday,No,Kolkata,Cash on Delivery,Beverages,135,Mild,3.9,Beverages,155
O017721,U00519,Dinner,Thursday,Weekday,No,Jaipur,Wallet,Chettinad,160,Hot,3.7,Chettinad,175
O017722,U01052,Evening Snack,Sunday,Weekend,No,Pune,UPI,Pizzas,175,Mild,4.8,Pizzas,120
O017723,U01609,Evening Snack,Friday,Weekday,Yes,Jaipur,UPI,Combo,225,Medium,3.3,Arabian,135
O017724,U03683,Lunch,Monday,Weekday,Yes,Mumbai,Cash on Delivery,Assamese,70,Mild,3.3,Beverages,80
O017725,U03649,Lunch,Friday,Weekday,Yes,Jaipur,UPI,Mangalorean,155,Medium,4.4,Mangalorean,145
O017726,U04941,Breakfast,Friday,Weekday,No,Bengaluru,Cash on Delivery,Asian,210,Hot,3.6,Japanese,155
O017727,U03284,Dinner,Sunday,Weekend,No,Delhi,UPI,Sweets,180,Mild,4.2,Italian,200
O017728,U00148,Breakfast,Tuesday,Weekday,No,Ahmedabad,Cash on Delivery,Snacks,105,Mild,4.6,Snacks,80
O017729,U00709,Dinner,Monday,Weekday,No,Jaipur,Credit Card,Kerala,150,Hot,4.7,Kerala,200
O017730,U04843,Breakfast,Saturday,Weekend,No,Mumbai,UPI,Italian,245,Medium,4.8,Italian,285
O017731,U02962,Lunch,Thursday,Weekday,No,Pune,UPI,Rajasthani,155,Medium,4.8,Rajasthani,140
O017732,U00579,Dinner,Thursday,Weekday,No,Jaipur,UPI,Coastal,110,Medium,4,North Indian,130
O017733,U00018,Lunch,Wednesday,Weekday,Yes,Ahmedabad,UPI,Burmese,385,Mild,4,Burmese,340
O017734,U03858,Lunch,Monday,Weekday,No,Ahmedabad,UPI,Fast Food,155,Hot,4.9,Fast Food,155
O017735,U00591,Dinner,Thursday,Weekday,No,Bengaluru,Cash on Delivery,Chaat,135,Hot,5,Chaat,150
O017736,U03929,Dinner,Sunday,Weekend,No,Jaipur,UPI,Andhra,230,Medium,3.7,Andhra,260
O017737,U01524,Breakfast,Wednesday,Weekday,No,Delhi,UPI,Italian-American,115,Medium,4.6,Italian-American,75
O017738,U03709,Lunch,Wednesday,Weekday,Yes,Jaipur,Cash on Delivery,Healthy Food,350,Medium,4.2,Healthy Food,265
O017739,U01176,Dinner,Saturday,Weekend,No,Chennai,UPI,Combo,175,Mild,4.6,Combo,235
O017740,U01166,Dinner,Friday,Weekday,Yes,Chennai,Cash on Delivery,Middle Eastern,255,Medium,4.2,Middle Eastern,285
O017741,U03247,Breakfast,Friday,Weekday,Yes,Kolkata,Credit Card,Chinese,185,Medium,4.6,Chinese,135
O017742,U01577,Lunch,Friday,Weekday,Yes,Kolkata,Credit Card,North Indian,195,Medium,5,North Indian,205
O017743,U03523,Dinner,Saturday,Weekend,No,Mumbai,Cash on Delivery,Oriental,390,Hot,4.4,Oriental,515
O017744,U01010,Dinner,Friday,Weekday,No,Lucknow,UPI,Chinese,175,Medium,3.7,Ice Cream,245
O017745,U02204,Dinner,Wednesday,Weekday,Yes,Delhi,Credit Card,Juices,150,Mild,4.3,Juices,195
O017746,U02549,Lunch,Sunday,Weekend,Yes,Jaipur,UPI,Street Food,90,Mild,4.5,Street Food,80
O017747,U00239,Lunch,Saturday,Weekend,No,Jaipur,Cash on Delivery,Continental,200,Mild,2.8,Chinese,170
O017748,U03151,Evening Snack,Thursday,Weekday,No,Bengaluru,Credit Card,Gujarati,130,Medium,4.7,Gujarati,75
O017749,U04098,Dinner,Saturday,Weekend,Yes,Ahmedabad,Cash on Delivery,South Indian,145,Medium,3.9,South Indian,205
O017750,U04524,Dinner,Thursday,Weekday,No,Delhi,UPI,Oriental,380,Medium,3.6,Snacks,510
O017751,U02137,Lunch,Monday,Weekday,No,Kolkata,Credit Card,Asian,185,Medium,4.8,Asian,135
O017752,U04299,Breakfast,Tuesday,Weekday,No,Jaipur,UPI,Thalis,215,Mild,4.4,Thalis,155
O017753,U04672,Dinner,Wednesday,Weekday,Yes,Pune,UPI,Bakery,170,Mild,4.3,Bakery,185
O017754,U02072,Dinner,Thursday,Weekday,Yes,Pune,Cash on Delivery,Grill,230,Medium,4.8,Grill,270
O017755,U01403,Breakfast,Tuesday,Weekday,No,Mumbai,Credit Card,Street Food,120,Medium,4.2,Street Food,100
O017756,U00915,Lunch,Monday,Weekday,Yes,Hyderabad,UPI,Seafood,190,Hot,4,Seafood,230
O017757,U04513,Lunch,Monday,Weekday,Yes,Mumbai,Wallet,Bakery,175,Mild,4.4,Bakery,170
O017758,U03835,Lunch,Monday,Weekday,No,Hyderabad,UPI,Desserts,185,Mild,4.3,Desserts,200
O017759,U01699,Lunch,Sunday,Weekend,Yes,Jaipur,Credit Card,Chinese,190,Hot,4.6,Chinese,225
O017760,U00641,Dinner,Monday,Weekday,Yes,Bengaluru,UPI,Middle Eastern,335,Mild,4,Middle Eastern,460
O017761,U02469,Evening Snack,Sunday,Weekend,Yes,Jaipur,Wallet,Street Food,75,Mild,4.2,Street Food,55
O017762,U02997,Lunch,Friday,Weekday,Yes,Kolkata,Credit Card,Assamese,85,Medium,4.8,Assamese,110
O017763,U01801,Breakfast,Thursday,Weekday,No,Bengaluru,UPI,Kebabs,220,Medium,5,Kebabs,130
O017764,U01976,Lunch,Thursday,Weekday,No,Chennai,Wallet,Mediterranean,285,Hot,4.8,Mediterranean,295
O017765,U00458,Dinner,Saturday,Weekend,No,Ahmedabad,UPI,Nepalese,175,Hot,4.2,Nepalese,255
O017766,U02912,Evening Snack,Monday,Weekday,No,Pune,Credit Card,North Indian,215,Medium,4.6,North Indian,185
O017767,U02531,Dinner,Sunday,Weekend,Yes,Bengaluru,Credit Card,Steakhouse,370,Medium,4.3,Steakhouse,520
O017768,U02331,Dinner,Sunday,Weekend,No,Bengaluru,Credit Card,Beverages,200,Mild,4.7,Beverages,290
O017769,U01457,Dinner,Thursday,Weekday,No,Kolkata,Cash on Delivery,Afghani,115,Medium,4.8,Afghani,120
O017770,U04341,Breakfast,Monday,Weekday,No,Bengaluru,UPI,American,240,Mild,3.8,American,185
O017771,U02286,Breakfast,Friday,Weekday,No,Chennai,Cash on Delivery,Thai,245,Hot,4.1,Thai,190
O017772,U00124,Dinner,Saturday,Weekend,Yes,Delhi,Cash on Delivery,Grill,140,Mild,4,Grill,190
O017773,U03069,Dinner,Friday,Weekday,Yes,Jaipur,UPI,Gujarati,155,Hot,4.4,Gujarati,190
O017774,U04526,Breakfast,Sunday,Weekend,Yes,Chennai,Wallet,North Indian,160,Mild,5,North Indian,105
O017775,U00525,Dinner,Monday,Weekday,No,Hyderabad,Wallet,Desserts,160,Mild,3.9,Desserts,185
O017776,U01467,Dinner,Sunday,Weekend,Yes,Kolkata,UPI,Hyderabadi,270,Medium,4.3,Hyderabadi,335
O017777,U04238,Breakfast,Wednesday,Weekday,Yes,Ahmedabad,UPI,Oriental,420,Medium,4.5,Oriental,235
O017778,U01783,Breakfast,Saturday,Weekend,No,Mumbai,UPI,Combo,270,Medium,4.4,Combo,205
O017779,U02805,Dinner,Tuesday,Weekday,No,Hyderabad,UPI,Tandoor,210,Hot,4.2,Tandoor,190
O017780,U04927,Dinner,Monday,Weekday,No,Kolkata,Cash on Delivery,Punjabi,180,Hot,4.1,Punjabi,180
O017781,U03840,Lunch,Friday,Weekday,Yes,Lucknow,UPI,Biryani,230,Hot,5,Biryani,225
O017782,U03760,Lunch,Wednesday,Weekday,No,Lucknow,UPI,Juices,125,Mild,4.5,Juices,150
O017783,U01483,Dinner,Thursday,Weekday,Yes,Mumbai,Cash on Delivery,Chaat,130,Medium,5,Chaat,180
O017784,U02424,Breakfast,Monday,Weekday,No,Delhi,Credit Card,Italian,255,Medium,3.5,Italian,250
O017785,U02608,Dinner,Thursday,Weekday,No,Ahmedabad,UPI,North Indian,220,Medium,4.7,North Indian,340
O017786,U01907,Breakfast,Tuesday,Weekday,Yes,Kolkata,UPI,Italian,225,Medium,4.1,Italian,140
O017787,U03606,Lunch,Thursday,Weekday,No,Chennai,UPI,Fast Food,110,Medium,4,Fast Food,85
O017788,U02369,Dinner,Monday,Weekday,Yes,Jaipur,Cash on Delivery,Gujarati,140,Hot,2.9,Cafe,155
O017789,U03659,Dinner,Friday,Weekday,No,Jaipur,Credit Card,Healthy Food,250,Hot,3.9,Healthy Food,335
O017790,U02665,Dinner,Tuesday,Weekday,Yes,Hyderabad,UPI,Pizzas,165,Medium,4.5,Pizzas,195
O017791,U04784,Dinner,Saturday,Weekend,No,Delhi,UPI,Continental,250,Medium,4.1,Continental,345
O017792,U02804,Lunch,Wednesday,Weekday,Yes,Delhi,Cash on Delivery,South Indian,190,Medium,4.9,South Indian,200
O017793,U01432,Breakfast,Saturday,Weekend,No,Pune,UPI,Arabian,170,Medium,4.3,Arabian,145
O017794,U00198,Evening Snack,Sunday,Weekend,No,Ahmedabad,UPI,Street Food,115,Medium,4.6,Street Food,70
O017795,U01465,Evening Snack,Thursday,Weekday,No,Hyderabad,Wallet,Home Food,215,Mild,2.9,Beverages,145
O017796,U02248,Dinner,Saturday,Weekend,No,Ahmedabad,UPI,Coastal,65,Hot,4.9,Coastal,105
O017797,U01715,Lunch,Sunday,Weekend,No,Hyderabad,UPI,Beverages,130,Mild,5,Beverages,145
O017798,U02967,Dinner,Thursday,Weekday,No,Kolkata,UPI,Desserts,150,Mild,4.2,Desserts,200
O017799,U02775,Lunch,Thursday,Weekday,No,Hyderabad,UPI,Fast Food,170,Medium,4.8,Fast Food,190
O017800,U04509,Lunch,Saturday,Weekend,No,Jaipur,Credit Card,Italian-American,180,Medium,4.3,Italian-American,200
O017801,U01875,Dinner,Saturday,Weekend,Yes,Hyderabad,Cash on Delivery,Pastas,205,Medium,4.2,Pastas,215
O017802,U04966,Dinner,Sunday,Weekend,Yes,Chennai,Credit Card,Chaat,100,Mild,3.9,Chaat,175
O017803,U03806,Dinner,Sunday,Weekend,Yes,Chennai,Credit Card,Italian,255,Hot,3.5,Italian,395
O017804,U01010,Lunch,Monday,Weekday,No,Lucknow,UPI,Chinese,175,Medium,4.5,Chinese,175
O017805,U00215,Breakfast,Saturday,Weekend,Yes,Hyderabad,Wallet,Punjabi,210,Hot,4.4,Punjabi,130
O017806,U03832,Lunch,Sunday,Weekend,No,Pune,Credit Card,Portuguese,360,Medium,4.6,Portuguese,405
O017807,U00409,Breakfast,Saturday,Weekend,No,Jaipur,Cash on Delivery,North Indian,140,Medium,4.7,North Indian,95
O017808,U03680,Evening Snack,Friday,Weekday,Yes,Lucknow,Credit Card,Ice Cream Cakes,255,Mild,4,Ice Cream Cakes,165
O017809,U01715,Dinner,Saturday,Weekend,No,Hyderabad,UPI,Beverages,130,Mild,5,Beverages,230
O017810,U03551,Dinner,Saturday,Weekend,No,Bengaluru,UPI,Maharashtrian,170,Medium,4.3,Maharashtrian,165
O017811,U03030,Lunch,Saturday,Weekend,Yes,Lucknow,UPI,Jain,215,Mild,4.4,Jain,185
O017812,U01965,Dinner,Tuesday,Weekday,No,Hyderabad,Cash on Delivery,Keto,300,Hot,4.9,Keto,345
O017813,U03896,Dinner,Saturday,Weekend,No,Chennai,Credit Card,Chaat,100,Mild,4.4,Chaat,115
O017814,U01683,Lunch,Sunday,Weekend,No,Mumbai,Cash on Delivery,North Eastern,200,Mild,5,North Eastern,240
O017815,U01970,Breakfast,Friday,Weekday,No,Lucknow,UPI,Sushi,370,Mild,4.1,Sushi,205
O017816,U01369,Evening Snack,Tuesday,Weekday,Yes,Jaipur,UPI,South Indian,115,Medium,4.4,South Indian,75
O017817,U00585,Dinner,Saturday,Weekend,No,Hyderabad,UPI,Fast Food,120,Mild,4.4,Fast Food,130
O017818,U04155,Lunch,Wednesday,Weekday,Yes,Hyderabad,UPI,Tandoor,200,Mild,3.6,Tandoor,215
O017819,U00752,Dinner,Saturday,Weekend,Yes,Pune,UPI,Nepalese,205,Mild,4.6,Nepalese,285
O017820,U02544,Dinner,Sunday,Weekend,No,Delhi,UPI,Italian,285,Medium,4,Italian,450
O017821,U00644,Lunch,Saturday,Weekend,No,Delhi,UPI,Bengali,280,Medium,4.4,Bengali,365
O017822,U02581,Breakfast,Friday,Weekday,Yes,Bengaluru,UPI,Combo,205,Medium,3.1,Combo,175
O017823,U04931,Lunch,Sunday,Weekend,No,Bengaluru,UPI,Pizzas,190,Medium,3.8,Pizzas,205
O017824,U04972,Breakfast,Friday,Weekday,Yes,Pune,Cash on Delivery,American,215,Medium,4.9,American,165
O017825,U01884,Evening Snack,Saturday,Weekend,No,Delhi,Credit Card,Kerala,155,Mild,3.7,Kerala,125
O017826,U00438,Dinner,Thursday,Weekday,No,Ahmedabad,UPI,Italian-American,175,Mild,3.5,Pan-Asian,230
O017827,U02363,Dinner,Wednesday,Weekday,No,Mumbai,Wallet,Snacks,115,Hot,4.2,Snacks,165
O017828,U01431,Lunch,Thursday,Weekday,Yes,Bengaluru,Credit Card,Continental,235,Hot,4.3,Continental,220
